authorID,fullName,firstName,surName,title
X24500281, Richards, Fred, Fred, Richards, 
X24500282, Everett-Green, Evelyn, Evelyn, Everett-Green, 
X24500283, Sherie, E. F., E. F., Sherie, 
X24500284, Matthews, Brander, Brander, Matthews, 
X24500285, Porter, Peter A. (Peter Augustus), Peter A. (Peter Augustus), Porter, 
X24500286, Sell, Edward, Edward, Sell, 
X24500287, Macquoid, Thomas Robert, Thomas Robert, Macquoid, 
X24500288, Macquoid, Katharine S. (Katharine Sarah), Katharine S. (Katharine Sarah), Macquoid, 
X24500289, Carpenter, S. C. (Stephen Cullen), S. C. (Stephen Cullen), Carpenter, 
X2450029, Vimar, A. (Auguste), A. (Auguste), Vimar, 
X24500290, Burnett, Frances Hodgson, Frances Hodgson, Burnett, 
X24500291, Cadogan, Adelaide, Lady, Adelaide, Cadogan, Lady
X24500292, Welsh, Peter C., Peter C., Welsh, 
X24500293, Hunter, Don, Don, Hunter, 
X24500294, MacDonald, John D. (John Dann), John D. (John Dann), MacDonald, 
X24500295, Troughton, Adolphus Charles, Adolphus Charles, Troughton, 
X24500296, Merriman, Henry Seton, Henry Seton, Merriman, 
X24500297, Blank, Clair, Clair, Blank, 
X24500298, Ryan, Marah Ellis, Marah Ellis, Ryan, 
X24500299, Gale, Zona, Zona, Gale, 
X245003, Eucken, Rudolf, Rudolf, Eucken, 
X2450030, Hills, Nora Kathleen, Nora Kathleen, Hills, 
X24500300, Hope, Laura Lee, Laura Lee, Hope, 
X24500301, Nosworthy, Florence England, Florence England, Nosworthy, 
X24500302, Carter, Herbert, active 1909-1917, Herbert, Carter, active 1909-1917
X24500303, Bagwell, Richard, Richard, Bagwell, 
X24500304, Fyfe, H. B. (Horace Bowne), H. B. (Horace Bowne), Fyfe, 
X24500305, Summers, Leo, Leo, Summers, 
X24500306, Lafferty, R. A., R. A., Lafferty, 
X24500307, Fullerton, Georgiana, Georgiana, Fullerton, 
X24500308, Arnold, Edwin Lester Linden, Edwin Lester Linden, Arnold, 
X24500309, Meredith, George, George, Meredith, 
X2450031, Selfe, Rose E., Rose E., Selfe, 
X24500310, Bangs, Outram, Outram, Bangs, 
X24500311, Leslie, Eliza, Eliza, Leslie, 
X24500312, Lambert, Miss (F.), Miss (F.), Lambert, 
X24500313, Eastwood, Frances, Frances, Eastwood, 
X24500314, Wandrei, Howard, Howard, Wandrei, 
X24500315, Taylor, Bert Leston, Bert Leston, Taylor, 
X24500316, Arber, Agnes Robertson, Agnes Robertson, Arber, 
X24500317, Accum, Friedrich Christian, Friedrich Christian, Accum, 
X24500318, Canfield, Arthur Graves, Arthur Graves, Canfield, 
X24500319, Russell, R. V. (Robert Vane), R. V. (Robert Vane), Russell, 
X2450032, Villani, Giovanni, Giovanni, Villani, 
X24500320, James, Henry, Henry, James, 
X24500321, French, Joseph Lewis, Joseph Lewis, French, 
X24500322, Lincoln, Joseph Crosby, Joseph Crosby, Lincoln, 
X24500323, Donne, John, John, Donne, 
X24500324, Power, P. (Patrick), P. (Patrick), Power, 
X24500325, Francis, Stella M., Stella M., Francis, 
X24500326, Cole, Herbert, Herbert, Cole, 
X24500327, Hare, Christopher, Christopher, Hare, 
X24500328, Pinero, Arthur Wing, Arthur Wing, Pinero, 
X24500329, Smith, Mabell S. C. (Mabell Shippie Clarke), Mabell S. C. (Mabell Shippie Clarke), Smith, 
X2450033, Wicksteed, Philip H. (Philip Henry), Philip H. (Philip Henry), Wicksteed, 
X24500330, Steele, Joel Dorman, Joel Dorman, Steele, 
X24500331, Bernstein, Herman, Herman, Bernstein, 
X24500332, Andreyev, Leonid, Leonid, Andreyev, 
X24500333, Oppenheim, E. Phillips (Edward Phillips), E. Phillips (Edward Phillips), Oppenheim, 
X24500334, Murdoch, John, John, Murdoch, 
X24500335, Crane, Walter, Walter, Crane, 
X24500336, Molesworth, Mrs., Mrs., Molesworth, 
X24500337, Bloomfield, Robert, Robert, Bloomfield, 
X24500338, Le Gallienne, Richard, Richard, Le Gallienne, 
X24500339, Pyle, Katharine, Katharine, Pyle, 
X2450034, Ewing, Juliana Horatia Gatty, Juliana Horatia Gatty, Ewing, 
X24500340, Trollope, Frances Eleanor, Frances Eleanor, Trollope, 
X24500341, Barr, Amelia E., Amelia E., Barr, 
X24500342, Flick, Alexander Clarence, Alexander Clarence, Flick, 
X24500343, Flecker, James Elroy, James Elroy, Flecker, 
X24500344, Duffy, Edward, Edward, Duffy, 
X24500345, Westerman, Percy F. (Percy Francis), Percy F. (Percy Francis), Westerman, 
X24500346, Sheldon, Charles Mills, Charles Mills, Sheldon, 
X24500347, Parker, Gilbert, Gilbert, Parker, 
X24500348, Gage, Harry Lawrence, Harry Lawrence, Gage, 
X24500349, Fea, Allan, Allan, Fea, 
X2450035, Murphy, Hermann Dudley, Hermann Dudley, Murphy, 
X24500350, Poe, Edgar Allan, Edgar Allan, Poe, 
X24500351, Gandhi, Mahatma, Mahatma, Gandhi, 
X24500352, Rinehart, Mary Roberts, Mary Roberts, Rinehart, 
X24500353, Balzac, Honoré de, Honoré de, Balzac, 
X24500354, Marriage, Ellen, Ellen, Marriage, 
X24500355, Wood, Wallace, Wallace, Wood, 
X24500356, Leiber, Fritz, Fritz, Leiber, 
X24500357, Brooks, Henry M. (Henry Mason), Henry M. (Henry Mason), Brooks, 
X24500358, Stevenson, Robert Louis, Robert Louis, Stevenson, 
X24500359, Becke, Louis, Louis, Becke, 
X2450036, Kenyon, Camilla, Camilla, Kenyon, 
X24500360, Tolstoy, Leo, graf, Leo, Tolstoy, graf
X24500361, Delano, Aline, Aline, Delano, 
X24500362, Kerr, Sophie, Sophie, Kerr, 
X24500363, Grant, Ethel Watts Mumford, Ethel Watts Mumford, Grant, 
X24500364, Cram, Mildred, Mildred, Cram, 
X24500365, Kniffin, Harry Anable, Harry Anable, Kniffin, 
X24500366, Cooper, Courtney Ryley, Courtney Ryley, Cooper, 
X24500367, Chittenden, Gerald, Gerald, Chittenden, 
X24500368, Jackson, Charles Tenney, Charles Tenney, Jackson, 
X24500369, Marshall, Edison, Edison, Marshall, 
X2450037, Doyle, Arthur Conan, Arthur Conan, Doyle, 
X24500370, Steele, Wilbur Daniel, Wilbur Daniel, Steele, 
X24500371, Beer, Thomas, Thomas, Beer, 
X24500372, Tupper, Tristram, Tristram, Tupper, 
X24500373, Alexander, Elizabeth (Elizabeth Alexander Heermann), Elizabeth (Elizabeth Alexander Heermann), Alexander, 
X24500374, Creagan, Leo F., Leo F., Creagan, 
X24500375, Williams, Blanche Colton, Blanche Colton, Williams, 
X24500376, Robbins, Leonard H. (Leonard Harman), Leonard H. (Leonard Harman), Robbins, 
X24500377, Derieux, Samuel A. (Samuel Arthur), Samuel A. (Samuel Arthur), Derieux, 
X24500378, Allen, Maryland, Maryland, Allen, 
X24500379, Lewis, Orlando Faulkland, Orlando Faulkland, Lewis, 
X2450038, Saint-Simon, Louis de Rouvroy, duc de, Louis de Rouvroy, Saint-Simon, duc de
X24500380, Bourdillon, Francis William, Francis William, Bourdillon, 
X24500381, Ruskin, John, John, Ruskin, 
X24500382, Churchill, Winston, Winston, Churchill, 
X24500383, Widger, David, David, Widger, 
X24500384, Galsworthy, John, John, Galsworthy, 
X24500385, McClung, Nellie L., Nellie L., McClung, 
X24500386, Le Mesurier, W. H., W. H., Le Mesurier, 
X24500387, Abbott, John S. C. (John Stevens Cabot), John S. C. (John Stevens Cabot), Abbott, 
X24500388, Smith, Goldwin, Goldwin, Smith, 
X24500389, McGovern, John, John, McGovern, 
X2450039, Dexter, Wilson C., Wilson C., Dexter, 
X24500390, Cooke, W. Bourne, W. Bourne, Cooke, 
X24500391, De Walton, John, John, De Walton, 
X24500392, Griswold, Hattie Tyng, Hattie Tyng, Griswold, 
X24500393, Byron, May Clarissa Gillington, May Clarissa Gillington, Byron, 
X24500394, Whitman, Walt, Walt, Whitman, 
X24500395, Pease, M. C., M. C., Pease, 
X24500396, Heber, Elizabeth, Elizabeth, Heber, 
X24500397, Hamilton, Anthony, Count, Anthony, Hamilton, Count
X24500398, Scott, Walter, Walter, Scott, 
X24500399, Monroe, J. Albert (John Albert), J. Albert (John Albert), Monroe, 
X245004, Webster, Daniel, Daniel, Webster, 
X2450040, MacHarg, William, William, MacHarg, 
X24500400, Bull, Charles Livingston, Charles Livingston, Bull, 
X24500401, Evarts, Hal G. (Hal George), Hal G. (Hal George), Evarts, 
X24500402, Allen, Grant, Grant, Allen, 
X24500403, Greenaway, Kate, Kate, Greenaway, 
X24500404, Onions, Oliver, Oliver, Onions, 
X24500405, Morris, Charles, Charles, Morris, 
X24500406, Field, Eugene, Eugene, Field, 
X24500407, Turley, Charles, Charles, Turley, 
X24500408, Barnard, Charles Inman, Charles Inman, Barnard, 
X24500409, Enferd, Knut, Knut, Enferd, 
X2450041, Balmer, Edwin, Edwin, Balmer, 
X24500410, Bulfinch, Thomas, Thomas, Bulfinch, 
X24500411, Moore, C. L. (Catherine Lucile), C. L. (Catherine Lucile), Moore, 
X24500412, Hoskins, Gayle Porter, Gayle Porter, Hoskins, 
X24500413, Wells, Carolyn, Carolyn, Wells, 
X24500414, Talmage, James E. (James Edward), James E. (James Edward), Talmage, 
X24500415, Whitaker, Herman, Herman, Whitaker, 
X24500416, Hall, Grace, Grace, Hall, 
X24500417, Clemenceau, Georges, Georges, Clemenceau, 
X24500418, Lyell, Charles, Sir, Charles, Lyell, Sir
X24500419, McGlauflin, Idabelle, Idabelle, McGlauflin, 
X2450042, Williams, John A., John A., Williams, 
X24500420, Astor, John Jacob, John Jacob, Astor, 
X24500421, Dumas, Alexandre, Alexandre, Dumas, 
X24500422, Callan, Charles J. (Charles Jerome), Charles J. (Charles Jerome), Callan, 
X24500423, Tyler, John M. (John Mason), John M. (John Mason), Tyler, 
X24500424, Powell, John Wesley, John Wesley, Powell, 
X24500425, Russell, Bertrand, Bertrand, Russell, 
X24500426, King, Charles, Charles, King, 
X24500427, Burnand, F. C. (Francis Cowley), F. C. (Francis Cowley), Burnand, 
X24500428, Thomas, Edward, Edward, Thomas, 
X24500429, Paton, A. A. (Andrew Archibald), A. A. (Andrew Archibald), Paton, 
X2450043, Waterman, Nixon, Nixon, Waterman, 
X24500430, Voorhies, Felix, Felix, Voorhies, 
X24500431, Harte, Bret, Bret, Harte, 
X24500432, Reade, Charles, Charles, Reade, 
X24500433, Rolland, Romain, Romain, Rolland, 
X24500434, Ogden, C. K. (Charles Kay), C. K. (Charles Kay), Ogden, 
X24500435, Jefferies, Richard, Richard, Jefferies, 
X24500436, Daviess, Maria Thompson, Maria Thompson, Daviess, 
X24500437, King, W. B., W. B., King, 
X24500438, Prest, Thomas Preskett, Thomas Preskett, Prest, 
X24500439, Farnol, Jeffery, Jeffery, Farnol, 
X2450044, Snell, Roy J. (Roy Judson), Roy J. (Roy Judson), Snell, 
X24500440, Parry, William Edward, Sir, William Edward, Parry, Sir
X24500441, Coulter, John Merle, John Merle, Coulter, 
X24500442, Wundt, Wilhelm Max, Wilhelm Max, Wundt, 
X24500443, Schaub, Edward L. (Edward Leroy), Edward L. (Edward Leroy), Schaub, 
X24500444, Chase, Joseph Cummings, Joseph Cummings, Chase, 
X24500445, Phillips, David Graham, David Graham, Phillips, 
X24500446, Ashe, Edmund M. (Edmund Marion), Edmund M. (Edmund Marion), Ashe, 
X24500447, Doughty, Arthur G. (Arthur George), Sir, Arthur G. (Arthur George), Doughty, Sir
X24500448, Carleton, William, William, Carleton, 
X24500449, Flanery, M. L., M. L., Flanery, 
X2450045, James, Juliet Helena Lumbard, Juliet Helena Lumbard, James, 
X24500450, Victor, Frances Fuller, Frances Fuller, Victor, 
X24500451, Defoe, Daniel, Daniel, Defoe, 
X24500452, Smalley, Janet, Janet, Smalley, 
X24500453, Means, Florence Crannell, Florence Crannell, Means, 
X24500454, Hergesheimer, Joseph, Joseph, Hergesheimer, 
X24500455, Blaney, Henry R., Henry R., Blaney, 
X24500456, Adams, W. I. Lincoln (Washington Irving Lincoln), W. I. Lincoln (Washington Irving Lincoln), Adams, 
X24500457, Thomas, Northcote Whitridge, Northcote Whitridge, Thomas, 
X24500458, Ingersoll, Robert Green, Robert Green, Ingersoll, 
X24500459, Curtiss, Christine Tucke, Christine Tucke, Curtiss, 
X2450046, Altsheler, Joseph A. (Joseph Alexander), Joseph A. (Joseph Alexander), Altsheler, 
X24500460, Wiggin, Kate Douglas Smith, Kate Douglas Smith, Wiggin, 
X24500461, Wheeler, Ruthe S., Ruthe S., Wheeler, 
X24500462, Lahee, Henry Charles, Henry Charles, Lahee, 
X24500463, Lang, Andrew, Andrew, Lang, 
X24500464, Rousseau, Jean-Jacques, Jean-Jacques, Rousseau, 
X24500465, Patrick, Mary Mills, Mary Mills, Patrick, 
X24500466, Flynt, Josiah, Josiah, Flynt, 
X24500467, Chekhov, Anton Pavlovich, Anton Pavlovich, Chekhov, 
X24500468, Garnett, Constance, Constance, Garnett, 
X24500469, Rowlandson, Thomas, Thomas, Rowlandson, 
X2450047, Foster, Edith Francis, Edith Francis, Foster, 
X24500470, Grego, Joseph, Joseph, Grego, 
X24500471, Kinney, Troy, Troy, Kinney, 
X24500472, Scott, Leroy, Leroy, Scott, 
X24500473, Kinney, Margaret West, Margaret West, Kinney, 
X24500474, Ingram, John Henry, John Henry, Ingram, 
X24500475, Brazil, Angela, Angela, Brazil, 
X24500476, Evans, Treyer, Treyer, Evans, 
X24500477, Cervantes Saavedra, Miguel de, Miguel de, Cervantes Saavedra, 
X24500478, Ormsby, John, John, Ormsby, 
X24500479, Nicole, Pierre, Pierre, Nicole, 
X2450048, Stoddard, Elizabeth, Elizabeth, Stoddard, 
X24500480, Cunningham, J. V. (James Vincent), J. V. (James Vincent), Cunningham, 
X24500481, Peterman, Alexander L., Alexander L., Peterman, 
X24500482, Pohl, Frederik, Frederik, Pohl, 
X24500483, Gaughan, Jack, Jack, Gaughan, 
X24500484, Roe, Alfred S. (Alfred Seelye), Alfred S. (Alfred Seelye), Roe, 
X24500485, Lowell, Amy, Amy, Lowell, 
X24500486, Weathers, John, John, Weathers, 
X24500487, Caxton, William, William, Caxton, 
X24500488, Axon, William E. A. (William Edward Armytage), William E. A. (William Edward Armytage), Axon, 
X24500489, Jacobus, de Cessolis, active 1288-1322, de Cessolis, Jacobus, active 1288-1322
X2450049, Conrad, Joseph, Joseph, Conrad, 
X24500490, Webb, Wilfred Mark, Wilfred Mark, Webb, 
X24500491, Sillem, Charles, Charles, Sillem, 
X24500492, Montgomery, Frances Trego, Frances Trego, Montgomery, 
X24500493, Fry, W. H., W. H., Fry, 
X24500494, Fisher, Harrison, Harrison, Fisher, 
X24500495, Buchanan, Thompson, Thompson, Buchanan, 
X24500496, Sinclair, Bertrand W., Bertrand W., Sinclair, 
X24500497, Wright, Sewell Peaslee, Sewell Peaslee, Wright, 
X24500498, Moore, George Augustus, George Augustus, Moore, 
X24500499, Gaunt, Mary, Mary, Gaunt, 
X245005, Richardson, Charles F. (Charles Francis), Charles F. (Charles Francis), Richardson, 
X2450050, Eddy, T. M. (Thomas Mears), T. M. (Thomas Mears), Eddy, 
X24500500, Mansel, Henry Longueville, Henry Longueville, Mansel, 
X24500501, Chittenden, Hiram Martin, Hiram Martin, Chittenden, 
X24500502, United States. Congress, United, States. Congress, 
X24500503, Benton, Thomas Hart, Thomas Hart, Benton, 
X24500504, Severance, Cordenio A., Mrs., Cordenio A., Severance, Mrs.
X24500505, Thurston, Robert Henry, Robert Henry, Thurston, 
X24500506, Porter, Thomas C. (Thomas Conrad), Thomas C. (Thomas Conrad), Porter, 
X24500507, Hottinger, Johann Jakob, Johann Jakob, Hottinger, 
X24500508, Andrews, Douglas S., Douglas S., Andrews, 
X24500509, De Leon, Daniel, Daniel, De Leon, 
X2450051, Cook, George E., George E., Cook, 
X24500510, Bebel, August, August, Bebel, 
X24500511, Crake, A. D. (Augustine David), A. D. (Augustine David), Crake, 
X24500512, Grey, Zane, Zane, Grey, 
X24500513, Oliphant, Laurence, Laurence, Oliphant, 
X24500514, Leacock, Stephen, Stephen, Leacock, 
X24500515, Everett, Charles Carroll, Charles Carroll, Everett, 
X24500516, Smith, George Vance, George Vance, Smith, 
X24500517, Peabody, Andrew P. (Andrew Preston), Andrew P. (Andrew Preston), Peabody, 
X24500518, Martineau, James, James, Martineau, 
X24500519, Hedge, Frederic Henry, Frederic Henry, Hedge, 
X2450052, Lodge, Henry Cabot, Henry Cabot, Lodge, 
X24500520, Dewey, Orville, Orville, Dewey, 
X24500521, Coquerel, Athanase, Athanase, Coquerel, 
X24500522, Bellows, Henry W. (Henry Whitney), Henry W. (Henry Whitney), Bellows, 
X24500523, Clarke, James Freeman, James Freeman, Clarke, 
X24500524, Stearns, Oliver, Oliver, Stearns, 
X24500525, Moorhouse, Herbert Joseph, Herbert Joseph, Moorhouse, 
X24500526, Anderson, Poul, Poul, Anderson, 
X24500527, Pain, Barry, Barry, Pain, 
X24500528, Wallace, Edgar, Edgar, Wallace, 
X24500529, Mabie, Hamilton Wright, Hamilton Wright, Mabie, 
X2450053, Halsey, Francis W. (Francis Whiting), Francis W. (Francis Whiting), Halsey, 
X24500530, Ripley, William Young Warren, William Young Warren, Ripley, 
X24500531, Fisher, Joseph, F.R.H.S., Joseph, Fisher, F.R.H.S.
X24500532, Dent, Edward J. (Edward Joseph), Edward J. (Edward Joseph), Dent, 
X24500533, Glanzman, Louis, Louis, Glanzman, 
X24500534, Ley, Willy, Willy, Ley, 
X24500535, Rockwell, Carey, Carey, Rockwell, 
X24500536, Newcomb, Simon, Simon, Newcomb, 
X24500537, Giddings, Joshua R. (Joshua Reed), Joshua R. (Joshua Reed), Giddings, 
X24500538, Sinclair, May, May, Sinclair, 
X24500539, Myer, Edmund J. (Edmund John), Edmund J. (Edmund John), Myer, 
X2450054, Hadden, J. Cuthbert (James Cuthbert), J. Cuthbert (James Cuthbert), Hadden, 
X24500540, Mather, Marshall, Marshall, Mather, 
X24500541, Hilliard, A. R. (Alec Rowley), A. R. (Alec Rowley), Hilliard, 
X24500542, Glasser, Allen, Allen, Glasser, 
X24500543, Hale, George Ellery, George Ellery, Hale, 
X24500544, Smith, Erminnie A. (Erminnie Adele), Erminnie A. (Erminnie Adele), Smith, 
X24500545, Gleig, G. R. (George Robert), G. R. (George Robert), Gleig, 
X24500546, Warder, Geo. W. (George Woodward), Geo. W. (George Woodward), Warder, 
X24500547, Crane, Stephen, Stephen, Crane, 
X24500548, Harris, Credo Fitch, Credo Fitch, Harris, 
X24500549, Neill, John R. (John Rea), John R. (John Rea), Neill, 
X2450055, Grant, James, James, Grant, 
X2450056, Hawthorne, Nathaniel, Nathaniel, Hawthorne, 
X2450057, Frey, Hildegard G., Hildegard G., Frey, 
X2450058, Norris, Kathleen Thompson, Kathleen Thompson, Norris, 
X2450059, Engels, Friedrich, Friedrich, Engels, 
X245006, Shakespeare, William, William, Shakespeare, 
X2450060, Marx, Karl, Karl, Marx, 
X2450061, Durston, George, George, Durston, 
X2450062, Neuville, Alphonse Marie de, Alphonse Marie de, Neuville, 
X2450063, Guizot, François, François, Guizot, 
X2450064, Black, Robert, Robert, Black, 
X2450065, Smith, William, William, Smith, 
X2450066, Sawyer, Ruth, Ruth, Sawyer, 
X2450067, Leland, Charles Godfrey, Charles Godfrey, Leland, 
X2450068, Smith, E. E. (Edward Elmer), E. E. (Edward Elmer), Smith, 
X2450069, Crawford, F. Marion (Francis Marion), F. Marion (Francis Marion), Crawford, 
X245007, Anderson, J. D. (James Drummond), J. D. (James Drummond), Anderson, 
X2450070, Addison, Julia de Wolf Gibbs, Julia de Wolf Gibbs, Addison, 
X2450071, McCutcheon, George Barr, George Barr, McCutcheon, 
X2450072, Thwaites, Reuben Gold, Reuben Gold, Thwaites, 
X2450073, Malte-Brun, Conrad, Conrad, Malte-Brun, 
X2450074, Flint, Timothy, Timothy, Flint, 
X2450075, Willard, Dr., Dr., Willard, 
X2450076, Pattie, James O. (James Ohio), James O. (James Ohio), Pattie, 
X2450077, Kingston, William Henry Giles, William Henry Giles, Kingston, 
X2450078, Coues, Elliott, Elliott, Coues, 
X2450079, Pike, Zebulon Montgomery, Zebulon Montgomery, Pike, 
X245008, Endle, Sidney, Sidney, Endle, 
X2450080, Corelli, Marie, Marie, Corelli, 
X2450081, Foote, G. W. (George William), G. W. (George William), Foote, 
X2450082, Doré, Gustave, Gustave, Doré, 
X2450083, Cary, Henry Francis, Henry Francis, Cary, 
X2450084, Dante Alighieri, Dante, Alighieri, 
X2450085, Turner, Matthew, Matthew, Turner, 
X2450086, Fletcher, Lawrence, Lawrence, Fletcher, 
X2450087, Timbs, John, John, Timbs, 
X2450088, Willis, George, George, Willis, 
X2450089, Burgett, Arthur Edward, Arthur Edward, Burgett, 
X245009, Armstrong, John, John, Armstrong, 
X2450090, Alger, Horatio, Jr., Horatio, Alger, Jr.
X2450091, Dowling, Richard, Richard, Dowling, 
X2450092, Mulford, Stockton, Stockton, Mulford, 
X2450093, Dunn, J. Allan, (Joseph Allan), J. Allan, Dunn, (Joseph Allan)
X2450094, Walton, J. Ambrose, J. Ambrose, Walton, 
X2450095, Eustace, Robert, Robert, Eustace, 
X2450096, Meade, L. T., L. T., Meade, 
X2450097, Tracy, Louis, Louis, Tracy, 
X2450098, Sevcik, Al, Al, Sevcik, 
X2450099, Arthur, T. S. (Timothy Shay), T. S. (Timothy Shay), Arthur, 
Y250001, Emerson, Charles Wesley, Charles Wesley, Emerson, 
Y2500010, Follen, Eliza Lee Cabot, Eliza Lee Cabot, Follen, 
Y25000100, Mott, F. W. (Frederick Walker), F. W. (Frederick Walker), Mott, 
Y25000101, Lucas, E. V. (Edward Verrall), E. V. (Edward Verrall), Lucas, 
