authorID,fullName,firstName,surName,title
aF28500414, Burnand, F. C. (Francis Cowley), F. C. (Francis Cowley), Burnand, 
aF28500415, Aimard, Gustave, Gustave, Aimard, 
aF28500416, Baker, Emilie K. (Emilie Kip), Emilie K. (Emilie Kip), Baker, 
aF28500417, Warren, Henry White, Henry White, Warren, 
aF28500418, Orban, Paul, Paul, Orban, 
aF28500419, Jones, Raymond F., Raymond F., Jones, 
aF2850042, Williams, Sam, Sam, Williams, 
aF28500420, Lover, Samuel, Samuel, Lover, 
aF28500421, Buffon, Georges Louis Leclerc, comte de, Georges Louis Leclerc, Buffon, comte de
aF28500422, Barr, James Smith, James Smith, Barr, 
aF28500423, Howells, William Dean, William Dean, Howells, 
aF28500424, Moore, Frederick Ferdinand, Frederick Ferdinand, Moore, 
aF28500425, Burton, Frederick R. (Frederick Russell), Frederick R. (Frederick Russell), Burton, 
aF28500426, Haggard, H. Rider (Henry Rider), H. Rider (Henry Rider), Haggard, 
aF28500427, Fosdick, Harry Emerson, Harry Emerson, Fosdick, 
aF28500428, Braybrooke, Richard Griffin, Baron, Richard Griffin, Braybrooke, Baron
aF28500429, Bright, Mynors, Mynors, Bright, 
aF2850043, Flower, B. O. (Benjamin Orange), B. O. (Benjamin Orange), Flower, 
aF28500430, Wheatley, Henry B. (Henry Benjamin), Henry B. (Henry Benjamin), Wheatley, 
aF28500431, Pepys, Samuel, Samuel, Pepys, 
aF28500432, Stead, Robert J. C., Robert J. C., Stead, 
aF28500433, Thurston, Edgar, Edgar, Thurston, 
aF28500434, Rangachari, K., K., Rangachari, 
aF28500435, Underhill, Evelyn, Evelyn, Underhill, 
aF28500436, Hulbert, Homer B. (Homer Bezaleel), Homer B. (Homer Bezaleel), Hulbert, 
aF28500437, Vanderlip, Washington Baker, Washington Baker, Vanderlip, 
aF28500438, Ritchie, J. Ewing (James Ewing), J. Ewing (James Ewing), Ritchie, 
aF28500439, Kropotkin, Petr Alekseevich, kniaz, Petr Alekseevich, Kropotkin, kniaz
aF2850044, Hutcheson, John C. (John Conroy), John C. (John Conroy), Hutcheson, 
aF28500440, Bacheller, Irving, Irving, Bacheller, 
aF28500441, Lord, John, John, Lord, 
aF28500442, Weymouth, Richard Francis, Richard Francis, Weymouth, 
aF28500443, Ives, Charles, Charles, Ives, 
aF28500444, Abrahams, Israel, Israel, Abrahams, 
aF28500445, Schiller, Friedrich, Friedrich, Schiller, 
aF28500446, Lanier, Sidney, Sidney, Lanier, 
aF28500447, Power, Eileen, Eileen, Power, 
aF28500448, Sherwood, M. E. W. (Mary Elizabeth Wilson), M. E. W. (Mary Elizabeth Wilson), Sherwood, 
aF28500449, New, E. H. (Edmund Hort), E. H. (Edmund Hort), New, 
aF2850045, Gilfillan, George, George, Gilfillan, 
aF28500450, Tompkins, Herbert W. (Herbert Winckworth), Herbert W. (Herbert Winckworth), Tompkins, 
aF28500451, Hicks, Frederick C. (Frederick Charles), Frederick C. (Frederick Charles), Hicks, 
aF28500452, Williams, Hugh, Hugh, Williams, 
aF28500453, Gray, Asa, Asa, Gray, 
aF28500454, Waterlow, Sydney, Sydney, Waterlow, 
aF28500455, Flygare-Carlé́`n, Emilie, Emilie, Flygare-Carlé́`n, 
aF28500456, Perce, Elbert, Elbert, Perce, 
aF28500457, Kipling, Rudyard, Rudyard, Kipling, 
aF28500458, Gilman, Arthur, Arthur, Gilman, 
aF28500459, Avery, Harold, Harold, Avery, 
aF2850046, Chamberlain, J. N., J. N., Chamberlain, 
aF28500460, Bell, George, George, Bell, 
aF28500461, Higginson, Thomas Wentworth, Thomas Wentworth, Higginson, 
aF28500462, Old Elizabeth, Old, Elizabeth, 
aF28500463, Kjelgaard, Jim, Jim, Kjelgaard, 
aF28500464, Bridges, Robert, Robert, Bridges, 
aF28500465, Leadem, Christopher, Christopher, Leadem, 
aF28500466, Agassiz, Elizabeth Cabot Cary, Elizabeth Cabot Cary, Agassiz, 
aF28500467, Agassiz, Alexander, Alexander, Agassiz, 
aF28500468, Barnes, John S. (John Sanford), John S. (John Sanford), Barnes, 
aF28500469, Breckenridge, Gerald, Gerald, Breckenridge, 
aF2850047, Banks, Louis Albert, Louis Albert, Banks, 
aF28500470, Hornblow, Arthur, Arthur, Hornblow, 
aF28500471, Mathews, Joanna H. (Joanna Hooe), Joanna H. (Joanna Hooe), Mathews, 
aF28500472, Bishop, Julia Truitt, Julia Truitt, Bishop, 
aF28500473, Braddon, M. E. (Mary Elizabeth), M. E. (Mary Elizabeth), Braddon, 
aF28500474, Hall, M. G. C. (Mary Georgina Caroline), M. G. C. (Mary Georgina Caroline), Hall, 
aF28500475, Dillon, Diane, Diane, Dillon, 
aF28500476, Leiber, Fritz, Fritz, Leiber, 
aF28500477, Dillon, Leo, Leo, Dillon, 
aF28500478, Wells, H. G. (Herbert George), H. G. (Herbert George), Wells, 
aF28500479, Condé, J. M., J. M., Condé, 
aF2850048, Milne, A. A. (Alan Alexander), A. A. (Alan Alexander), Milne, 
aF28500480, Paine, Albert Bigelow, Albert Bigelow, Paine, 
aF28500481, Le Gallienne, Richard, Richard, Le Gallienne, 
aF28500482, Hope, Anthony, Anthony, Hope, 
aF28500483, Long, Anne K., Anne K., Long, 
aF28500484, Baluyut, Violeta D., Violeta D., Baluyut, 
aF28500485, Walpole, Neda A., Neda A., Walpole, 
aF28500486, Giloane, William, William, Giloane, 
aF28500487, Moore, James M., James M., Moore, 
aF28500488, Keefe, Eugene K., Eugene K., Keefe, 
aF28500489, Jacobs, Joseph, Joseph, Jacobs, 
aF2850049, Collins, Wilkie, Wilkie, Collins, 
aF28500490, Haslewood, Joseph, Joseph, Haslewood, 
aF28500491, Painter, William, William, Painter, 
aF28500492, Hardy, Thomas, Thomas, Hardy, 
aF28500493, Doran, Dr. (John), Dr. (John), Doran, 
aF28500494, Molesworth, Mrs., Mrs., Molesworth, 
aF28500495, Brooke, L. Leslie (Leonard Leslie), L. Leslie (Leonard Leslie), Brooke, 
aF28500496, Boucicault, Dion, Dion, Boucicault, 
aF28500497, Reade, Charles, Charles, Reade, 
aF28500498, Malcolm, John, John, Malcolm, 
aF28500499, Barr, Robert, Robert, Barr, 
aF285005, Carryl, Charles E. (Charles Edward), Charles E. (Charles Edward), Carryl, 
aF2850050, Packard, Frank L. (Frank Lucius), Frank L. (Frank Lucius), Packard, 
aF28500500, Finley, Robert B., Robert B., Finley, 
aF28500501, Bottone, Selimo Romeo, Selimo Romeo, Bottone, 
aF28500502, Dumont, Theron Q., Theron Q., Dumont, 
aF28500503, Locke, William John, William John, Locke, 
aF28500504, Ball, Alec, Alec, Ball, 
aF28500505, Douglas, Amanda M., Amanda M., Douglas, 
aF28500506, Coleridge, Ernest Hartley, Ernest Hartley, Coleridge, 
aF28500507, Coleridge, Samuel Taylor, Samuel Taylor, Coleridge, 
aF28500508, Spurr, Josiah Edward, Josiah Edward, Spurr, 
aF28500509, Brown, Joseph, Joseph, Brown, 
aF2850051, Lossing, Benson John, Benson John, Lossing, 
aF28500510, Blaikie, William Garden, William Garden, Blaikie, 
aF28500511, Shaler, Robert, Robert, Shaler, 
aF28500512, Coffin, Charles Carleton, Charles Carleton, Coffin, 
aF28500513, Francillon, R. E. (Robert Edward), R. E. (Robert Edward), Francillon, 
aF28500514, Brigham, William Tufts, William Tufts, Brigham, 
aF28500515, Boothby, Guy, Guy, Boothby, 
aF28500516, Rathborne, St. George, St. George, Rathborne, 
aF28500517, Rom, Svend, Svend, Rom, 
aF28500518, Durand, John, John, Durand, 
aF28500519, Taine, Hippolyte, Hippolyte, Taine, 
aF2850052, Le Queux, William, William, Le Queux, 
aF28500520, Disraeli, Benjamin, Earl of Beaconsfield, Benjamin, Disraeli, Earl of Beaconsfield
aF28500521, Rush, Richard, Richard, Rush, 
aF28500522, Halsey, Francis W. (Francis Whiting), Francis W. (Francis Whiting), Halsey, 
aF28500523, Nourse, Alan Edward, Alan Edward, Nourse, 
aF28500524, Taylor, Edward C., Edward C., Taylor, 
aF28500525, Watson, Lillian Eichler, Lillian Eichler, Watson, 
aF28500526, Prichard, Katharine Susannah, Katharine Susannah, Prichard, 
aF28500527, Bakewell, Frederick C. (Frederick Collier), Frederick C. (Frederick Collier), Bakewell, 
aF28500528, Wordsworth, William, William, Wordsworth, 
aF28500529, Grosart, Alexander Balloch, Alexander Balloch, Grosart, 
aF2850053, Zorn, Anders, Anders, Zorn, 
aF28500530, Mathiews, Franklin K., Franklin K., Mathiews, 
aF28500531, Smith, Francis Hopkinson, Francis Hopkinson, Smith, 
aF28500532, Agg, T. R. (Thomas Radford), T. R. (Thomas Radford), Agg, 
aF28500533, Jókai, Mór, Mór, Jókai, 
aF28500534, Boggs, Sara Elisabeth Siegrist, Sara Elisabeth Siegrist, Boggs, 
aF28500535, Hughes, Rupert, Rupert, Hughes, 
aF28500536, Ellis, James Tandy, James Tandy, Ellis, 
aF28500537, Anderson, Victor C., Victor C., Anderson, 
aF28500538, Page, Thomas Nelson, Thomas Nelson, Page, 
aF28500539, Munro, John, John, Munro, 
aF2850054, Liddle, William, William, Liddle, 
aF28500540, Cornelius, Mrs. (Mary Hooker), Mrs. (Mary Hooker), Cornelius, 
aF28500541, Chisholm, A. M. (Arthur Murray), A. M. (Arthur Murray), Chisholm, 
aF28500542, Rowe, Clarence H. (Clarence Herbert), Clarence H. (Clarence Herbert), Rowe, 
aF28500543, United States. Work Projects Administration, United, States. Work Projects Administration, 
aF28500544, Stockton, Frank Richard, Frank Richard, Stockton, 
aF28500545, Watkins, Thomas, Thomas, Watkins, 
aF2850055, Larsson, Carl, Carl, Larsson, 
aF2850056, Parkerson, James, James, Parkerson, 
aF2850057, Burton, John Hill, John Hill, Burton, 
aF2850058, Hume, David, David, Hume, 
aF2850059, Pyle, Howard, Howard, Pyle, 
aF285006, Bensell, Edmund Birckhead, Edmund Birckhead, Bensell, 
aF2850060, Graydon, William Murray, William Murray, Graydon, 
aF2850061, White, William Patterson, William Patterson, White, 
aF2850062, Goldenberg, Samuel L., Samuel L., Goldenberg, 
aF2850063, Strachey, John St. Loe, John St. Loe, Strachey, 
aF2850064, Raemaekers, Louis, Louis, Raemaekers, 
aF2850065, Allison, James Murray, James Murray, Allison, 
aF2850066, Little, Frances, Frances, Little, 
aF2850067, Cook, Joel, Joel, Cook, 
aF2850068, Garland, Hamlin, Hamlin, Garland, 
aF2850069, Young, Clarence, Clarence, Young, 
aF285007, Stevenson, Robert Louis, Robert Louis, Stevenson, 
aF2850070, Nuttall, Charles, Charles, Nuttall, 
aF2850071, Anstey, F., F., Anstey, 
aF2850072, Young, E. H. (Emily Hilda), E. H. (Emily Hilda), Young, 
aF2850073, Ingersoll, Robert Green, Robert Green, Ingersoll, 
aF2850074, Zimmern, Helen, Helen, Zimmern, 
aF2850075, Goldoni, Carlo, Carlo, Goldoni, 
aF2850076, Ballantyne, R. M. (Robert Michael), R. M. (Robert Michael), Ballantyne, 
aF2850077, Holmes, E. E. (Ernest Edward), E. E. (Ernest Edward), Holmes, 
aF2850078, Harris, Joel Chandler, Joel Chandler, Harris, 
aF2850079, Bartholomew, J. G. (John George), J. G. (John George), Bartholomew, 
aF285008, Lang, Andrew, Andrew, Lang, 
aF2850080, Hannay, James, James, Hannay, 
aF2850081, Brooks, Noah, Noah, Brooks, 
aF2850082, Besant, Annie, Annie, Besant, 
aF2850083, Safford, Mary J., Mary J., Safford, 
aF2850084, Ebers, Georg, Georg, Ebers, 
aF2850085, Richardson, James D. (James Daniel), James D. (James Daniel), Richardson, 
aF2850086, Ruskin, John, John, Ruskin, 
aF2850087, Malthus, T. R. (Thomas Robert), T. R. (Thomas Robert), Malthus, 
aF2850088, Hammon, William, William, Hammon, 
aF2850089, Turner, Matthew, Matthew, Turner, 
aF285009, Haynes, Williams, Williams, Haynes, 
aF2850090, Van Epps, Margaret T., Margaret T., Van Epps, 
aF2850091, Mant, Alicia Catherine, Alicia Catherine, Mant, 
aF2850092, Hicklin, John, John, Hicklin, 
aF2850093, Oliphant, Mrs. (Margaret), Mrs. (Margaret), Oliphant, 
aF2850094, Baily, H. Lavinia, (Hannah Lavinia), H. Lavinia, Baily, (Hannah Lavinia)
aF2850095, Quiller-Couch, Mabel, Mabel, Quiller-Couch, 
aF2850096, Meredith, L. P., L. P., Meredith, 
aF2850097, Chatterton, E. Keble (Edward Keble), E. Keble (Edward Keble), Chatterton, 
aF2850098, Duffield, J. W., J. W., Duffield, 
aF2850099, Barlow, Glyn, Glyn, Barlow, 
aG290001, Hope, Laura Lee, Laura Lee, Hope, 
aG2900010, Blackwood, Algernon, Algernon, Blackwood, 
aG29000100, Hawthorne, Nathaniel, Nathaniel, Hawthorne, 
aG29000101, Alvarez, Ticul, Ticul, Alvarez, 
aG29000102, Wrong, George McKinnon, George McKinnon, Wrong, 
aG29000103, Langton, H. H. (Hugh Hornby), H. H. (Hugh Hornby), Langton, 
aG29000104, Leacock, Stephen, Stephen, Leacock, 
aG29000105, Fox, John, John, Fox, 
aG29000106, Howells, William Dean, William Dean, Howells, 
aG29000107, Ganguli, Kisari Mohan, Kisari Mohan, Ganguli, 
aG29000108, Mijatovic, Cedomilj, Cedomilj, Mijatovic, 
aG29000109, Petrovitch, Woislav M., Woislav M., Petrovitch, 
aG2900011, Freeman, Mary Eleanor Wilkins, Mary Eleanor Wilkins, Freeman, 
aG29000110, Sewell, William, William, Sewell, 
aG29000111, Karadžei\u0107, Vuk Stefanovi\u0107, Vuk Stefanovi\u0107, Karadžei\u0107, 
aG29000112, James, Gilbert, Gilbert, James, 
aG29000113, Ready, Oliver George, Oliver George, Ready, 
aG29000114, Abbott, Jacob, Jacob, Abbott, 
aG29000115, Chase, Josephine, Josephine, Chase, 
aG29000116, Rives, Amélie, Amélie, Rives, 
aG29000117, Brill, Ethel C. (Ethel Claire), Ethel C. (Ethel Claire), Brill, 
aG29000118, Le Queux, William, William, Le Queux, 
aG29000119, Benn, Alfred William, Alfred William, Benn, 
aG2900012, Hudson, W. H. (William Henry), W. H. (William Henry), Hudson, 
aG29000120, Scheffel, Joseph Victor von, Joseph Victor von, Scheffel, 
aG29000121, Delffs, Sofie, Sofie, Delffs, 
aG29000122, Lynde, Francis, Francis, Lynde, 
aG29000123, Goss, John, John, Goss, 
aG29000124, London, Jack, Jack, London, 
aG29000125, Page, Thomas Nelson, Thomas Nelson, Page, 
aG29000126, Keep, Virginia Hynson, Virginia Hynson, Keep, 
aG29000127, Trollope, Anthony, Anthony, Trollope, 
aG29000128, Wolf, George D., George D., Wolf, 
aG29000129, Summerhayes, Martha, Martha, Summerhayes, 
aG2900013, Poe, Edgar Allan, Edgar Allan, Poe, 
aG29000130, Chambers, Robert W. (Robert William), Robert W. (Robert William), Chambers, 
aG29000131, Beecher, Henry Ward, Henry Ward, Beecher, 
aG29000132, Seaman, Owen, Owen, Seaman, 
aG29000133, Emerson, Alice B., Alice B., Emerson, 
aG29000134, Thornton, Gregory, Gregory, Thornton, 
aG29000135, Blaeu, Willem, Willem, Blaeu, 
aG29000136, Fletcher, Samuel H., Samuel H., Fletcher, 
aG29000137, Fletcher, D. H., D. H., Fletcher, 
aG29000138, Harper, Charles G. (Charles George), Charles G. (Charles George), Harper, 
aG29000139, Davis, Richard Harding, Richard Harding, Davis, 
aG2900014, Powell, G. H. (George Herbert), G. H. (George Herbert), Powell, 
aG29000140, Durham, Victor G., Victor G., Durham, 
aG29000141, Fischer, Anton Otto, Anton Otto, Fischer, 
aG29000142, Bower, B. M., B. M., Bower, 
aG29000143, Wood, William Charles Henry, William Charles Henry, Wood, 
aG29000144, Robinson, W. (William), W. (William), Robinson, 
aG29000145, Quiller-Couch, Arthur, Arthur, Quiller-Couch, 
aG29000146, Civic League (Williston, North Dakota), North Dakota), Civic League (Williston, 
aG29000147, Murray, W. H. H. (William Henry Harrison), W. H. H. (William Henry Harrison), Murray, 
aG29000148, Winlow, Clara Vostrovsky, Clara Vostrovsky, Winlow, 
aG29000149, O'Brien, Harriet, Harriet, O'Brien, 
aG2900015, Balzac, Honoré de, Honoré de, Balzac, 
aG29000150, Morris, William, William, Morris, 
aG29000151, Eiríkr Magn\xfasson, Eiríkr, Magn\xfasson, 
aG29000152, Roberts, Charles G. D., Sir, Charles G. D., Roberts, Sir
aG29000153, Drake, Durant, Durant, Drake, 
aG29000154, Jenkins, Herbert George, Herbert George, Jenkins, 
aG29000155, Jefferson, Thomas, Thomas, Jefferson, 
aG29000156, Townsend, George Fyler, George Fyler, Townsend, 
aG29000157, Geer, Charles, Charles, Geer, 
aG29000158, Wilson, Hazel Hutchins, Hazel Hutchins, Wilson, 
aG29000159, Lewis, Joseph, Joseph, Lewis, 
aG2900016, Tarkington, Booth, Booth, Tarkington, 
aG29000160, Putnam, Allen, Allen, Putnam, 
aG29000161, Reed, Helen Leah, Helen Leah, Reed, 
aG29000162, Pyle, Ellen Bernard Thompson, Ellen Bernard Thompson, Pyle, 
aG29000163, Draper, George Orrin, George Orrin, Draper, 
aG29000164, Maxwell, Wm. Audley (William Audley), Wm. Audley (William Audley), Maxwell, 
aG29000165, Scott, Ernest, Sir, Ernest, Scott, Sir
aG29000166, Hardy, Thomas, Thomas, Hardy, 
aG29000167, Hale, Lucretia P. (Lucretia Peabody), Lucretia P. (Lucretia Peabody), Hale, 
aG29000168, Henty, G. A. (George Alfred), G. A. (George Alfred), Henty, 
aG29000169, Lowndes, Marie Belloc, Marie Belloc, Lowndes, 
aG2900017, Carpenter, William, William, Carpenter, 
aG29000170, Taylor, Rachel Annand, Rachel Annand, Taylor, 
aG29000171, Yeats, W. B. (William Butler), W. B. (William Butler), Yeats, 
aG29000172, Cable, George Washington, George Washington, Cable, 
aG29000173, Weymouth, Richard Francis, Richard Francis, Weymouth, 
aG29000174, Evans, Cerinda W., Cerinda W., Evans, 
aG29000175, Lane, John V. (John Veasey), John V. (John Veasey), Lane, 
aG29000176, Ginther, Pemberton, Pemberton, Ginther, 
aG29000177, James, George Wharton, George Wharton, James, 
aG29000178, Smith, Ruel Perley, Ruel Perley, Smith, 
aG29000179, Shute, A. B., A. B., Shute, 
aG2900018, White, John H., John H., White, 
aG29000180, Cox, James A., James A., Cox, 
aG29000181, Finlay, Virgil, Virgil, Finlay, 
aG29000182, Potts, Eugenia Dunlap, Eugenia Dunlap, Potts, 
aG29000183, Page, C. E. (Charles Edward), C. E. (Charles Edward), Page, 
aG29000184, Durand, Guillaume, Guillaume, Durand, 
aG29000185, Webb, Benjamin, Benjamin, Webb, 
aG29000186, Neale, J. M. (John Mason), J. M. (John Mason), Neale, 
aG29000187, Bird, Frederic Mayer, Frederic Mayer, Bird, 
aG29000188, Merrill, Frank T., Frank T., Merrill, 
aG29000189, American School of Correspondence, American, School of Correspondence, 
aG2900019, Disraeli, Isaac, Isaac, Disraeli, 
aG29000190, Huxley, Thomas Henry, Thomas Henry, Huxley, 
aG29000191, Wells, H. G. (Herbert George), H. G. (Herbert George), Wells, 
aG29000192, Crébillon, Claude Prosper Jolyot de, Claude Prosper Jolyot de, Crébillon, 
aG29000193, Gaskell, Elizabeth Cleghorn, Elizabeth Cleghorn, Gaskell, 
aG29000194, Fairholt, F. W. (Frederick William), F. W. (Frederick William), Fairholt, 
aG29000195, Merrifield, Mary P. (Mary Philadelphia), Mary P. (Mary Philadelphia), Merrifield, 
aG29000196, Riddell, J. H., Mrs., J. H., Riddell, Mrs.
aG29000197, Cutten, George Barton, George Barton, Cutten, 
aG29000198, Adams, Samuel Hopkins, Samuel Hopkins, Adams, 
aG29000199, Harris, Albert W. (Albert Wadsworth), Albert W. (Albert Wadsworth), Harris, 
aG290002, Green, John Richard, John Richard, Green, 
aG2900020, Disraeli, Benjamin, Earl of Beaconsfield, Benjamin, Disraeli, Earl of Beaconsfield
aG29000200, Bellamy, Edward, Edward, Bellamy, 
aG29000201, Gibbs, Philip, Philip, Gibbs, 
aG29000202, Grego, Joseph, Joseph, Grego, 
aG29000203, Rowlandson, Thomas, Thomas, Rowlandson, 
aG29000204, Wood, Wallace, Wallace, Wood, 
aG29000205, Bone, Jesse F. (Jesse Franklin), Jesse F. (Jesse Franklin), Bone, 
aG29000206, Shiel, M. P. (Matthew Phipps), M. P. (Matthew Phipps), Shiel, 
aG29000207, Fitch, George Hamlin, George Hamlin, Fitch, 
aG29000208, Kingston, William Henry Giles, William Henry Giles, Kingston, 
aG29000209, Society for Promoting Christian Knowledge (Great Britain). General Literature Committee, Society, for Promoting Christian Knowledge (Great Britain). General Literature Committee, 
aG2900021, Crow, Martha Foote, Martha Foote, Crow, 
aG29000210, Codman, John, John, Codman, 
aG29000211, Ames, Azel, Azel, Ames, 
aG29000212, Nodel, Norman, Norman, Nodel, 
aG29000213, Laumer, Keith, Keith, Laumer, 
aG29000214, Middleton, J. H. (John Henry), J. H. (John Henry), Middleton, 
aG29000215, Calle, Paul, Paul, Calle, 
aG29000216, Marlowe, Stephen, Stephen, Marlowe, 
aG29000217, Campbell, Helen, Helen, Campbell, 
aG29000218, Williston, Samuel, Samuel, Williston, 
aG29000219, Hill, Richard William, Richard William, Hill, 
aG2900022, Rogers, Samuel, Samuel, Rogers, 
aG29000220, Currier, Richard D. (Richard Dudley), Richard D. (Richard Dudley), Currier, 
aG29000221, Abbott, Henry, Henry, Abbott, 
aG29000222, Samachson, Joseph, Joseph, Samachson, 
aG29000223, Van Dongen, H. R., H. R., Van Dongen, 
aG29000224, Sellers, Charles, Charles, Sellers, 
aG29000225, Bailey, James Blake, James Blake, Bailey, 
aG29000226, Morse, John Torrey, John Torrey, Morse, 
aG29000227, Savage, Juanita, Juanita, Savage, 
aG29000228, Sudermann, Hermann, Hermann, Sudermann, 
aG29000229, Marshall, Beatrice, Beatrice, Marshall, 
aG2900023, Merivale, Herman Charles, Herman Charles, Merivale, 
aG29000230, Wright, Sewell Peaslee, Sewell Peaslee, Wright, 
aG29000231, Holley, Marietta, Marietta, Holley, 
aG29000232, Wu, Tingfang, Tingfang, Wu, 
aG29000233, Boyd, Andrew Kennedy Hutchison, Andrew Kennedy Hutchison, Boyd, 
aG29000234, Estabrooke, Edward M., Edward M., Estabrooke, 
aG29000235, Tracy, Louis, Louis, Tracy, 
aG29000236, Evans-Wentz, W. Y. (Walter Yeeling), W. Y. (Walter Yeeling), Evans-Wentz, 
aG29000237, Germain, Walter, Walter, Germain, 
aG29000238, Barnes, Charles J. (Charles Joseph), Charles J. (Charles Joseph), Barnes, 
aG29000239, Thayer, S. Proctor, S. Proctor, Thayer, 
aG2900024, Fenn, George Manville, George Manville, Fenn, 
aG29000240, Ballard, Harlan Hoge, Harlan Hoge, Ballard, 
aG29000241, Crane, Walter, Walter, Crane, 
aG29000242, Setzer, Henry W., Henry W., Setzer, 
aG29000243, Burnand, F. C. (Francis Cowley), F. C. (Francis Cowley), Burnand, 
aG29000244, Thayer, Ella Cheever, Ella Cheever, Thayer, 
aG29000245, Handerson, Henry E. (Henry Ebenezer), Henry E. (Henry Ebenezer), Handerson, 
aG29000246, Bedwell, William, William, Bedwell, 
aG29000247, Ramus, Petrus, Petrus, Ramus, 
aG29000248, Coleridge, Christabel R. (Christabel Rose), Christabel R. (Christabel Rose), Coleridge, 
aG29000249, United States. Marine Mammal Commission, United, States. Marine Mammal Commission, 
aG2900025, Crane, Stephen, Stephen, Crane, 
aG29000250, Harben, Will N. (Will Nathaniel), Will N. (Will Nathaniel), Harben, 
aG29000251, Cotton, Catherine, Catherine, Cotton, 
aG29000252, Symons, Arthur, Arthur, Symons, 
aG29000253, Ward, Humphry, Mrs., Humphry, Ward, Mrs.
aG29000254, Ross, F. A. (Frederick Augustus), F. A. (Frederick Augustus), Ross, 
aG29000255, Schreiner, Olive, Olive, Schreiner, 
aG29000256, Stratton-Porter, Gene, Gene, Stratton-Porter, 
aG29000257, Thayer, Lee, Lee, Thayer, 
aG29000258, Grant, Gordon, Gordon, Grant, 
aG29000259, Malot, Hector, Hector, Malot, 
aG2900026, McFadden, Elizabeth A. (Elizabeth Apthorp), Elizabeth A. (Elizabeth Apthorp), McFadden, 
aG29000260, Peabody, Josephine Preston, Josephine Preston, Peabody, 
aG29000261, Keyhoe, Donald E. (Donald Edward), Donald E. (Donald Edward), Keyhoe, 
aG29000262, Moses, Montrose Jonas, Montrose Jonas, Moses, 
aG29000263, Brackenridge, H. H. (Hugh Henry), H. H. (Hugh Henry), Brackenridge, 
aG29000264, Bentley, E. C. (Edmund Clerihew), E. C. (Edmund Clerihew), Bentley, 
aG29000265, Barrett, Frank, Frank, Barrett, 
aG29000266, Bindloss, Harold, Harold, Bindloss, 
aG29000267, Mason, Walter George, Walter George, Mason, 
aG29000268, Ridley, William, William, Ridley, 
aG29000269, Stephens, William, William, Stephens, 
aG2900027, Alden, Raymond MacDonald, Raymond MacDonald, Alden, 
aG29000270, Benton, Joel, Joel, Benton, 
aG29000271, Boardman, Samuel Ward, Samuel Ward, Boardman, 
aG29000272, Boardman, Timothy, Timothy, Boardman, 
aG29000273, Laughlin, Clara E. (Clara Elizabeth), Clara E. (Clara Elizabeth), Laughlin, 
aG29000274, Keller, Arthur Ignatius, Arthur Ignatius, Keller, 
aG29000275, Walton, Amy, Amy, Walton, 
aG29000276, Webster, Jean, Jean, Webster, 
aG29000277, Duprè, Giovanni, Giovanni, Duprè, 
aG29000278, Peruzzi, E. M., E. M., Peruzzi, 
aG29000279, Schiller, Friedrich, Friedrich, Schiller, 
aG2900028, Pennington, James W. C., James W. C., Pennington, 
aG29000280, Hay, Ian, Ian, Hay, 
aG29000281, Doyle, Arthur Conan, Arthur Conan, Doyle, 
aG29000282, Betham-Edwards, Matilda, Matilda, Betham-Edwards, 
aG29000283, Ward, Grady, Grady, Ward, 
aG29000284, Tuthill, Cornelia L. (Cornelia Louisa), Cornelia L. (Cornelia Louisa), Tuthill, 
aG29000285, Paxson, Frederic L. (Frederic Logan), Frederic L. (Frederic Logan), Paxson, 
aG29000286, Dodd, William Edward, William Edward, Dodd, 
aG29000287, Goldman, Emma, Emma, Goldman, 
aG29000288, Richardson, Samuel, Samuel, Richardson, 
aG29000289, Haverfield, Eleanor Luisa, Eleanor Luisa, Haverfield, 
aG2900029, Goldsmid, Edmund, Edmund, Goldsmid, 
aG29000290, Ross, Martin, Martin, Ross, 
aG29000291, Somerville, E. Oe. (Edith Oenone), E. Oe. (Edith Oenone), Somerville, 
aG29000292, Mencl, Rudolf, Rudolf, Mencl, 
aG29000293, Cox, Stephen Angus, Stephen Angus, Cox, 
aG29000294, Atherton, Gertrude Franklin Horn, Gertrude Franklin Horn, Atherton, 
aG29000295, Allen, William Alonzo, William Alonzo, Allen, 
aG29000296, Nalty, Bernard C., Bernard C., Nalty, 
aG29000297, Kenealy, Arabella, Arabella, Kenealy, 
aG29000298, Monnier, Marc, Marc, Monnier, 
aG29000299, Jarrett, Bede, Bede, Jarrett, 
aG290003, Warner, Charles Dudley, Charles Dudley, Warner, 
aG2900030, Walpole, Horace, Horace, Walpole, 
aG29000300, Beerbohm, Max, Sir, Max, Beerbohm, Sir
aG29000301, Laski, Harold Joseph, Harold Joseph, Laski, 
aG29000302, Mee, Arthur, Arthur, Mee, 
aG29000303, Hammerton, John Alexander, Sir, John Alexander, Hammerton, Sir
aG29000304, Sharp, Dallas Lore, Dallas Lore, Sharp, 
aG29000305, Horsfall, R. Bruce (Robert Bruce), R. Bruce (Robert Bruce), Horsfall, 
aG29000306, Parker, Cornelia Stratton, Cornelia Stratton, Parker, 
aG29000307, Mackail, J. W. (John William), J. W. (John William), Mackail, 
aG29000308, Taylor, Thomas, Thomas, Taylor, 
aG29000309, Smith, Allen Christian, Allen Christian, Smith, 
aG2900031, Hunt, John Dixon, John Dixon, Hunt, 
aG29000310, Robert, Henry M. (Henry Martyn), Henry M. (Henry Martyn), Robert, 
